Date,Datasource,Campaign,Clicks,Impressions
24.01.2019,Google Analytics,YouTube TrueView - Prio 2 - Views,1,179
24.01.2019,Mailchimp,Funnel 166 - Echo BachelorClass- #6,7,
24.01.2019,Mailchimp,Funnel 167 - Abdominal BachelorClass- #1,51,
24.01.2019,Mailchimp,Funnel 167 - Echo BachelorClass- #1,79,
24.01.2019,Mailchimp,Funnel 167 - Echo Masterclass - #1,22,
24.01.2019,Mailchimp,Funnel 167 - Emergency BachelorClass- #1,11,
24.01.2019,Mailchimp,Funnel 167 - Multi Funnel - #1,139,
24.01.2019,Mailchimp,Funnel 167 - Musculoskeletal BachelorClass- #1,45,
24.01.2019,Mailchimp,Funnel 167 - Pediatric BachelorClass  - #1,9,
24.01.2019,Mailchimp,Funnel 167 - POCUS FocusClass- #1,16,
24.01.2019,Mailchimp,Funnel 167 - Right Heart MasterClass - #1,7,
24.01.2019,Mailchimp,Funnel 167 - Speckle Tracking Masterclass - #1,5,
24.01.2019,Mailchimp,Funnel 167 - TEE MasterClass - #1,11,
24.01.2019,Mailchimp,Funnel 167 - Vascular Lower Extremity BachelorClass - #1,23,
25.01.2019,Facebook Ads,AF Symposium - Boston - Conference,14,2446
25.01.2019,Facebook Ads,IUFC - Prio 4,729,21655
25.01.2019,Facebook Ads,Lead Generation,1632,135182
25.01.2019,Facebook Ads,Like Ads,187,1540
25.01.2019,Google Adwords,B2B - Leads,9,583
25.01.2019,Google Adwords,GDN MSK - Push New,93,5941
25.01.2019,Google Adwords,GDN Prospecting - App - Prio 2,765,34303
25.01.2019,Google Adwords,GDN Prospecting - Desktop - India,89,62510
25.01.2019,Google Adwords,GDN Prospecting - Desktop - Prio 1,2,1870
25.01.2019,Google Adwords,GDN Prospecting - Desktop - Prio 2,79,82569
25.01.2019,Google Adwords,GDN Prospecting - Desktop - Prio 3,175,120443
25.01.2019,Google Adwords,GDN Prospecting - Interstitials - Prio 2,181,36792
25.01.2019,Google Adwords,GDN Prospecting - Mobile - Prio 1,13,593
25.01.2019,Google Adwords,GDN Prospecting - Mobile - Prio 2,32,13364
25.01.2019,Google Adwords,GDN - Right Heart Push New,1,715
25.01.2019,Google Adwords,GDN RMKT - App - Prio 1,19,2714
25.01.2019,Google Adwords,GDN RMKT - App - Prio 2,27,2400
25.01.2019,Google Adwords,GDN RMKT - Desktop - India,3,1905
25.01.2019,Google Adwords,GDN RMKT - Desktop - Prio 1,5,3486
25.01.2019,Google Adwords,GDN RMKT - Desktop - Prio 2,9,4690
25.01.2019,Google Adwords,GDN RMKT - Desktop - Prio 3,15,4635
25.01.2019,Google Adwords,GDN RMKT - Interstitials - Prio 1,16,1805
25.01.2019,Google Adwords,GDN RMKT - Interstitials - Prio 2,32,3145
25.01.2019,Google Adwords,GDN RMKT - Mobile - Prio 1,32,2595
25.01.2019,Google Adwords,GDN RMKT - Mobile - Prio 2,53,4227
25.01.2019,Google Adwords,GDN - Smart Display - Prio 1,342,61183
25.01.2019,Google Adwords,GDN Vascular - Push,42,3259
25.01.2019,Google Adwords,New General Campaign - Africa - Desktop,23,278
25.01.2019,Google Adwords,New General Campaign - Africa - Mobile,52,720
25.01.2019,Google Adwords,New General Campaign - Arab - Desktop,5,34
25.01.2019,Google Adwords,New General Campaign - Arab - Mobile,3,58
25.01.2019,Google Adwords,New General Campaign - Asia - Desktop,3,91
25.01.2019,Google Adwords,New General Campaign - Asia - Mobile,1,127
25.01.2019,Google Adwords,New General Campaign - AUS - Desktop,17,484
25.01.2019,Google Adwords,New General Campaign - AUS - Mobile,9,536
25.01.2019,Google Adwords,New General Campaign - AUT - Desktop,13,479
25.01.2019,Google Adwords,New General Campaign - AUT - Mobile,11,332
25.01.2019,Google Adwords,New General Campaign - BEL - Desktop,3,202
25.01.2019,Google Adwords,New General Campaign - BEL - Mobile,2,59
25.01.2019,Google Adwords,New General Campaign - BUL - Desktop,10,147
25.01.2019,Google Adwords,New General Campaign - BUL - Mobile,7,190
25.01.2019,Google Adwords,New General Campaign - CAN - Desktop,12,438
25.01.2019,Google Adwords,New General Campaign - CAN - Mobile,20,635
25.01.2019,Google Adwords,New General Campaign - CH - Desktop,7,126
25.01.2019,Google Adwords,New General Campaign - CH - Mobile,1,50
25.01.2019,Google Adwords,New General Campaign - CRO - Desktop,5,136
25.01.2019,Google Adwords,New General Campaign - CRO - Mobile,5,245
25.01.2019,Google Adwords,New General Campaign - CZE - Desktop,5,304
25.01.2019,Google Adwords,New General Campaign - CZE - Mobile,3,104
25.01.2019,Google Adwords,New General Campaign - DEN - Desktop,4,160
25.01.2019,Google Adwords,New General Campaign - DEN - Mobile,6,75
25.01.2019,Google Adwords,New General Campaign - ESP - Desktop,3,460
25.01.2019,Google Adwords,New General Campaign - ESP - Mobile,7,229
25.01.2019,Google Adwords,New General Campaign - Europe - Desktop,64,1536
25.01.2019,Google Adwords,New General Campaign - Europe - Mobile,54,1166
25.01.2019,Google Adwords,New General Campaign - FIN - Desktop,3,104
25.01.2019,Google Adwords,New General Campaign - FIN - Mobile,1,62
25.01.2019,Google Adwords,New General Campaign - FRA - Desktop,10,505
25.01.2019,Google Adwords,New General Campaign - FRA - Mobile,5,128
25.01.2019,Google Adwords,New General Campaign - GER - Desktop,40,1729
25.01.2019,Google Adwords,New General Campaign - GER - Mobile,66,1464
25.01.2019,Google Adwords,New General Campaign - GRE - Desktop,13,249
25.01.2019,Google Adwords,New General Campaign - GRE - Mobile,9,325
25.01.2019,Google Adwords,New General Campaign - HKG - Desktop,3,108
25.01.2019,Google Adwords,New General Campaign - HKG - Mobile,3,107
25.01.2019,Google Adwords,New General Campaign - HUN - Desktop,2,194
25.01.2019,Google Adwords,New General Campaign - HUN - Mobile,7,93
25.01.2019,Google Adwords,New General Campaign - IND - Desktop,55,1900
25.01.2019,Google Adwords,New General Campaign - IND - Mobile,289,2829
25.01.2019,Google Adwords,New General Campaign - IRE - Desktop,4,118
25.01.2019,Google Adwords,New General Campaign - IRE - Mobile,3,122
25.01.2019,Google Adwords,New General Campaign - ISR - Desktop,6,74
25.01.2019,Google Adwords,New General Campaign - ISR - Mobile,5,76
25.01.2019,Google Adwords,New General Campaign - ITA - Desktop,28,804
25.01.2019,Google Adwords,New General Campaign - ITA - Mobile,42,865
25.01.2019,Google Adwords,New General Campaign - JPN - Desktop,1,129
25.01.2019,Google Adwords,New General Campaign - Latin - Desktop,28,1221
25.01.2019,Google Adwords,New General Campaign - Latin - Mobile,27,579
25.01.2019,Google Adwords,New General Campaign - MAL - Desktop,7,236
25.01.2019,Google Adwords,New General Campaign - MAL - Mobile,25,674
25.01.2019,Google Adwords,New General Campaign - NEL - Desktop,5,155
25.01.2019,Google Adwords,New General Campaign - NEL - Mobile,2,106
25.01.2019,Google Adwords,New General Campaign - NOR - Desktop,3,174
25.01.2019,Google Adwords,New General Campaign - NOR - Mobile,3,80
25.01.2019,Google Adwords,New General Campaign - OMA - Desktop,1,41
25.01.2019,Google Adwords,New General Campaign - OMA - Mobile,1,68
25.01.2019,Google Adwords,New General Campaign - POL - Desktop,10,614
25.01.2019,Google Adwords,New General Campaign - POL - Mobile,14,366
25.01.2019,Google Adwords,New General Campaign - POR - Desktop,2,176
25.01.2019,Google Adwords,New General Campaign - POR - Mobile,4,339
25.01.2019,Google Adwords,New General Campaign - Rest - Desktop,59,1434
25.01.2019,Google Adwords,New General Campaign - Rest - Mobile,137,1604
25.01.2019,Google Adwords,New General Campaign - ROM - Desktop,19,444
25.01.2019,Google Adwords,New General Campaign - ROM - Mobile,19,379
25.01.2019,Google Adwords,New General Campaign - RUS - Desktop,3,437
25.01.2019,Google Adwords,New General Campaign - RUS - Mobile,6,308
25.01.2019,Google Adwords,New General Campaign - SAU - Desktop,10,310
25.01.2019,Google Adwords,New General Campaign - SAU - Mobile,16,363
25.01.2019,Google Adwords,New General Campaign - SKO - Desktop,3,99
25.01.2019,Google Adwords,New General Campaign - SLO - Desktop,1,112
25.01.2019,Google Adwords,New General Campaign - SLO - Mobile,5,64
25.01.2019,Google Adwords,New General Campaign - SWE - Desktop,11,309
25.01.2019,Google Adwords,New General Campaign - SWE - Mobile,6,130
25.01.2019,Google Adwords,New General Campaign - TAW - Desktop,10,246
25.01.2019,Google Adwords,New General Campaign - TAW - Mobile,1,83
25.01.2019,Google Adwords,New General Campaign - UAE - Desktop,2,191
25.01.2019,Google Adwords,New General Campaign - UAE - Mobile,18,277
25.01.2019,Google Adwords,New General Campaign - UK - Desktop,30,1459
25.01.2019,Google Adwords,New General Campaign - UK - Mobile,30,656
25.01.2019,Google Adwords,New General Campaign - USA - Desktop,33,1366
25.01.2019,Google Adwords,New General Campaign - USA - Mobile,60,1589
25.01.2019,Google Analytics,B2B - Leads,9,583
25.01.2019,Google Analytics,GDN MSK - Push New,93,5941
25.01.2019,Google Analytics,GDN Prospecting - App - Prio 2,765,34303
25.01.2019,Google Analytics,GDN Prospecting - Desktop - India,89,62510
25.01.2019,Google Analytics,GDN Prospecting - Desktop - Prio 1,2,1870
25.01.2019,Google Analytics,GDN Prospecting - Desktop - Prio 2,79,82569
25.01.2019,Google Analytics,GDN Prospecting - Desktop - Prio 3,175,120443
25.01.2019,Google Analytics,GDN Prospecting - Interstitials - Prio 2,181,36792
25.01.2019,Google Analytics,GDN Prospecting - Mobile - Prio 1,13,593
25.01.2019,Google Analytics,GDN Prospecting - Mobile - Prio 2,32,13364
25.01.2019,Google Analytics,GDN - Right Heart Push New,1,715
25.01.2019,Google Analytics,GDN RMKT - App - Prio 1,19,2714
25.01.2019,Google Analytics,GDN RMKT - App - Prio 2,27,2400
25.01.2019,Google Analytics,GDN RMKT - Desktop - India,3,1905
25.01.2019,Google Analytics,GDN RMKT - Desktop - Prio 1,5,3486
25.01.2019,Google Analytics,GDN RMKT - Desktop - Prio 2,9,4690
25.01.2019,Google Analytics,GDN RMKT - Desktop - Prio 3,15,4635
25.01.2019,Google Analytics,GDN RMKT - Interstitials - Prio 1,16,1805
25.01.2019,Google Analytics,GDN RMKT - Interstitials - Prio 2,32,3145
25.01.2019,Google Analytics,GDN RMKT - Mobile - Prio 1,32,2595
25.01.2019,Google Analytics,GDN RMKT - Mobile - Prio 2,53,4227
25.01.2019,Google Analytics,GDN - Smart Display - Prio 1,342,61183
25.01.2019,Google Analytics,GDN Vascular - Push,42,3259
25.01.2019,Google Analytics,New General Campaign - Africa - Desktop,23,278
25.01.2019,Google Analytics,New General Campaign - Africa - Mobile,52,720
25.01.2019,Google Analytics,New General Campaign - Arab - Desktop,5,34
25.01.2019,Google Analytics,New General Campaign - Arab - Mobile,3,58
25.01.2019,Google Analytics,New General Campaign - Asia - Desktop,3,91
25.01.2019,Google Analytics,New General Campaign - Asia - Mobile,1,127
25.01.2019,Google Analytics,New General Campaign - AUS - Desktop,17,484
25.01.2019,Google Analytics,New General Campaign - AUS - Mobile,9,536
25.01.2019,Google Analytics,New General Campaign - AUT - Desktop,13,479
25.01.2019,Google Analytics,New General Campaign - AUT - Mobile,11,332
25.01.2019,Google Analytics,New General Campaign - BEL - Desktop,3,202
25.01.2019,Google Analytics,New General Campaign - BEL - Mobile,2,59
25.01.2019,Google Analytics,New General Campaign - BUL - Desktop,10,147
25.01.2019,Google Analytics,New General Campaign - BUL - Mobile,7,190
25.01.2019,Google Analytics,New General Campaign - CAN - Desktop,12,438
25.01.2019,Google Analytics,New General Campaign - CAN - Mobile,20,635
25.01.2019,Google Analytics,New General Campaign - CH - Desktop,7,126
25.01.2019,Google Analytics,New General Campaign - CH - Mobile,1,50
25.01.2019,Google Analytics,New General Campaign - CRO - Desktop,5,136
25.01.2019,Google Analytics,New General Campaign - CRO - Mobile,5,245
25.01.2019,Google Analytics,New General Campaign - CZE - Desktop,5,304
25.01.2019,Google Analytics,New General Campaign - CZE - Mobile,3,104
25.01.2019,Google Analytics,New General Campaign - DEN - Desktop,4,160
25.01.2019,Google Analytics,New General Campaign - DEN - Mobile,6,75
25.01.2019,Google Analytics,New General Campaign - ESP - Desktop,3,460
25.01.2019,Google Analytics,New General Campaign - ESP - Mobile,7,229
25.01.2019,Google Analytics,New General Campaign - Europe - Desktop,64,1536
25.01.2019,Google Analytics,New General Campaign - Europe - Mobile,54,1166
25.01.2019,Google Analytics,New General Campaign - FIN - Desktop,3,104
25.01.2019,Google Analytics,New General Campaign - FIN - Mobile,1,62
25.01.2019,Google Analytics,New General Campaign - FRA - Desktop,10,505
25.01.2019,Google Analytics,New General Campaign - FRA - Mobile,5,128
25.01.2019,Google Analytics,New General Campaign - GER - Desktop,40,1729
25.01.2019,Google Analytics,New General Campaign - GER - Mobile,66,1464
25.01.2019,Google Analytics,New General Campaign - GRE - Desktop,13,249
25.01.2019,Google Analytics,New General Campaign - GRE - Mobile,9,325
25.01.2019,Google Analytics,New General Campaign - HKG - Desktop,3,108
25.01.2019,Google Analytics,New General Campaign - HKG - Mobile,3,107
25.01.2019,Google Analytics,New General Campaign - HUN - Desktop,2,194
25.01.2019,Google Analytics,New General Campaign - HUN - Mobile,7,93
25.01.2019,Google Analytics,New General Campaign - IND - Desktop,55,1900
25.01.2019,Google Analytics,New General Campaign - IND - Mobile,289,2829
25.01.2019,Google Analytics,New General Campaign - IRE - Desktop,4,118
25.01.2019,Google Analytics,New General Campaign - IRE - Mobile,3,122
25.01.2019,Google Analytics,New General Campaign - ISR - Desktop,6,74
25.01.2019,Google Analytics,New General Campaign - ISR - Mobile,5,76
25.01.2019,Google Analytics,New General Campaign - ITA - Desktop,28,804
25.01.2019,Google Analytics,New General Campaign - ITA - Mobile,42,865
25.01.2019,Google Analytics,New General Campaign - JPN - Desktop,1,129
25.01.2019,Google Analytics,New General Campaign - Latin - Desktop,28,1221
25.01.2019,Google Analytics,New General Campaign - Latin - Mobile,27,579
25.01.2019,Google Analytics,New General Campaign - MAL - Desktop,7,236
25.01.2019,Google Analytics,New General Campaign - MAL - Mobile,25,674
25.01.2019,Google Analytics,New General Campaign - NEL - Desktop,5,155
25.01.2019,Google Analytics,New General Campaign - NEL - Mobile,2,106
25.01.2019,Google Analytics,New General Campaign - NOR - Desktop,3,174
25.01.2019,Google Analytics,New General Campaign - NOR - Mobile,3,80
25.01.2019,Google Analytics,New General Campaign - OMA - Desktop,1,41
25.01.2019,Google Analytics,New General Campaign - OMA - Mobile,1,68
25.01.2019,Google Analytics,New General Campaign - POL - Desktop,10,614
25.01.2019,Google Analytics,New General Campaign - POL - Mobile,14,366
25.01.2019,Google Analytics,New General Campaign - POR - Desktop,2,176
25.01.2019,Google Analytics,New General Campaign - POR - Mobile,4,339
25.01.2019,Google Analytics,New General Campaign - Rest - Desktop,59,1434
25.01.2019,Google Analytics,New General Campaign - Rest - Mobile,137,1604
25.01.2019,Google Analytics,New General Campaign - ROM - Desktop,19,444
25.01.2019,Google Analytics,New General Campaign - ROM - Mobile,19,379
25.01.2019,Google Analytics,New General Campaign - RUS - Desktop,3,437
25.01.2019,Google Analytics,New General Campaign - RUS - Mobile,6,308
25.01.2019,Google Analytics,New General Campaign - SAU - Desktop,10,310
25.01.2019,Google Analytics,New General Campaign - SAU - Mobile,16,363
25.01.2019,Google Analytics,New General Campaign - SKO - Desktop,3,99
25.01.2019,Google Analytics,New General Campaign - SLO - Desktop,1,112
25.01.2019,Google Analytics,New General Campaign - SLO - Mobile,5,64
25.01.2019,Google Analytics,New General Campaign - SWE - Desktop,11,309
25.01.2019,Google Analytics,New General Campaign - SWE - Mobile,6,130
25.01.2019,Google Analytics,New General Campaign - TAW - Desktop,10,246
25.01.2019,Google Analytics,New General Campaign - TAW - Mobile,1,83
25.01.2019,Google Analytics,New General Campaign - UAE - Desktop,2,191
25.01.2019,Google Analytics,New General Campaign - UAE - Mobile,18,277
25.01.2019,Google Analytics,New General Campaign - UK - Desktop,30,1459
25.01.2019,Google Analytics,New General Campaign - UK - Mobile,30,656
25.01.2019,Google Analytics,New General Campaign - USA - Desktop,33,1366
25.01.2019,Google Analytics,New General Campaign - USA - Mobile,60,1589
25.01.2019,Mailchimp,Funnel 166 - Abdominal BachelorClass - #9,8,
25.01.2019,Mailchimp,Funnel 166 - Echo BachelorClass - #7,3,
25.01.2019,Mailchimp,Funnel 166 - Echo BachelorClass - #8,8,
25.01.2019,Mailchimp,Funnel 166 - Echo Masterclass - #9,8,
25.01.2019,Mailchimp,Funnel 166 - Multi Funnel - #9,8,
25.01.2019,Mailchimp,Funnel 166 - Musculoskeletal BachelorClass- #9,2,
25.01.2019,Mailchimp,Funnel 166 - Pediatric BachelorClass  - #9,3,
25.01.2019,Mailchimp,Funnel 166 - POCUS FocusClass- #9,1,
25.01.2019,Mailchimp,Funnel 166 - Speckle Tracking Masterclass - #9,1,
25.01.2019,Mailchimp,Funnel 166 - Vascular Lower Extremity BachelorClass - #9,2,
25.01.2019,Mailchimp,Funnel 167 - Abdominal BachelorClass- #2,19,
25.01.2019,Mailchimp,Funnel 167 - Echo BachelorClass- #2,27,
25.01.2019,Mailchimp,Funnel 167 - Echo Masterclass - #2,19,
25.01.2019,Mailchimp,Funnel 167 - Emergency BachelorClass- #2,6,
25.01.2019,Mailchimp,Funnel 167 - Multi Funnel - #2,79,
25.01.2019,Mailchimp,Funnel 167 - Musculoskeletal BachelorClass- #2,13,
25.01.2019,Mailchimp,Funnel 167 - Pediatric BachelorClass  - #2,3,
25.01.2019,Mailchimp,Funnel 167 - POCUS FocusClass- #2,4,
25.01.2019,Mailchimp,Funnel 167 - Right Heart MasterClass - #2,8,
25.01.2019,Mailchimp,Funnel 167 - Speckle Tracking Masterclass - #2,5,
25.01.2019,Mailchimp,Funnel 167 - TEE MasterClass - #2,2,
25.01.2019,Mailchimp,Funnel 167 - Vascular Lower Extremity BachelorClass - #2,5,
26.01.2019,Facebook Ads,AF Symposium - Boston - Conference,16,2314
26.01.2019,Facebook Ads,IUFC - Prio 4,653,20862
26.01.2019,Facebook Ads,Lead Generation,1502,126520
26.01.2019,Facebook Ads,Like Ads,206,1887
26.01.2019,Google Adwords,B2B - Leads,5,490
26.01.2019,Google Adwords,GDN MSK - Push New,162,11825
26.01.2019,Google Adwords,GDN Prospecting - App - Prio 2,785,33366
26.01.2019,Google Adwords,GDN Prospecting - Desktop - India,109,65550
26.01.2019,Google Adwords,GDN Prospecting - Desktop - Prio 1,1,882
26.01.2019,Google Adwords,GDN Prospecting - Desktop - Prio 2,60,66265
26.01.2019,Google Adwords,GDN Prospecting - Desktop - Prio 3,201,131706
26.01.2019,Google Adwords,GDN Prospecting - Interstitials - Prio 2,201,50953
26.01.2019,Google Adwords,GDN Prospecting - Mobile - Prio 1,49,2175
26.01.2019,Google Adwords,GDN Prospecting - Mobile - Prio 2,36,7085
26.01.2019,Google Adwords,GDN - Right Heart Push New,22,4166
26.01.2019,Google Adwords,GDN RMKT - App - Prio 1,29,3127
26.01.2019,Google Adwords,GDN RMKT - App - Prio 2,29,2653
26.01.2019,Google Adwords,GDN RMKT - Desktop - India,5,1384
26.01.2019,Google Adwords,GDN RMKT - Desktop - Prio 1,4,3112
26.01.2019,Google Adwords,GDN RMKT - Desktop - Prio 2,14,3927
26.01.2019,Google Adwords,GDN RMKT - Desktop - Prio 3,13,4158
26.01.2019,Google Adwords,GDN RMKT - Interstitials - Prio 1,12,1301
26.01.2019,Google Adwords,GDN RMKT - Interstitials - Prio 2,37,4177
26.01.2019,Google Adwords,GDN RMKT - Mobile - Prio 1,27,2825
26.01.2019,Google Adwords,GDN RMKT - Mobile - Prio 2,35,4186
26.01.2019,Google Adwords,GDN - Smart Display - Prio 1,200,46784
26.01.2019,Google Adwords,GDN Vascular - Push,102,6680
26.01.2019,Google Adwords,New General Campaign - Africa - Desktop,12,266
26.01.2019,Google Adwords,New General Campaign - Africa - Mobile,30,665
26.01.2019,Google Adwords,New General Campaign - Arab - Desktop,4,61
26.01.2019,Google Adwords,New General Campaign - Arab - Mobile,8,75
26.01.2019,Google Adwords,New General Campaign - Asia - Desktop,2,62
26.01.2019,Google Adwords,New General Campaign - Asia - Mobile,7,164
26.01.2019,Google Adwords,New General Campaign - AUS - Desktop,8,465
26.01.2019,Google Adwords,New General Campaign - AUS - Mobile,12,499
26.01.2019,Google Adwords,New General Campaign - AUT - Desktop,16,421
26.01.2019,Google Adwords,New General Campaign - AUT - Mobile,13,306
26.01.2019,Google Adwords,New General Campaign - BEL - Desktop,6,180
26.01.2019,Google Adwords,New General Campaign - BEL - Mobile,3,44
26.01.2019,Google Adwords,New General Campaign - BUL - Desktop,6,128
26.01.2019,Google Adwords,New General Campaign - BUL - Mobile,9,152
26.01.2019,Google Adwords,New General Campaign - CAN - Desktop,16,422
26.01.2019,Google Adwords,New General Campaign - CAN - Mobile,16,508
26.01.2019,Google Adwords,New General Campaign - CH - Desktop,4,105
26.01.2019,Google Adwords,New General Campaign - CH - Mobile,2,77
26.01.2019,Google Adwords,New General Campaign - CRO - Desktop,6,129
26.01.2019,Google Adwords,New General Campaign - CRO - Mobile,12,200
26.01.2019,Google Adwords,New General Campaign - CZE - Desktop,3,201
26.01.2019,Google Adwords,New General Campaign - CZE - Mobile,2,75
26.01.2019,Google Adwords,New General Campaign - DEN - Desktop,4,95
26.01.2019,Google Adwords,New General Campaign - DEN - Mobile,6,50
26.01.2019,Google Adwords,New General Campaign - ESP - Desktop,5,451
26.01.2019,Google Adwords,New General Campaign - ESP - Mobile,8,117
26.01.2019,Google Adwords,New General Campaign - Europe - Desktop,51,1356
26.01.2019,Google Adwords,New General Campaign - Europe - Mobile,56,1003
26.01.2019,Google Adwords,New General Campaign - FIN - Desktop,2,110
26.01.2019,Google Adwords,New General Campaign - FIN - Mobile,2,60
26.01.2019,Google Adwords,New General Campaign - FRA - Desktop,11,309
26.01.2019,Google Adwords,New General Campaign - FRA - Mobile,5,104
26.01.2019,Google Adwords,New General Campaign - GER - Desktop,33,1314
26.01.2019,Google Adwords,New General Campaign - GER - Mobile,52,1304
26.01.2019,Google Adwords,New General Campaign - GRE - Desktop,12,228
26.01.2019,Google Adwords,New General Campaign - GRE - Mobile,2,222
26.01.2019,Google Adwords,New General Campaign - HKG - Mobile,1,56
26.01.2019,Google Adwords,New General Campaign - HUN - Desktop,5,178
26.01.2019,Google Adwords,New General Campaign - HUN - Mobile,6,91
26.01.2019,Google Adwords,New General Campaign - IND - Desktop,40,1165
26.01.2019,Google Adwords,New General Campaign - IND - Mobile,264,2705
26.01.2019,Google Adwords,New General Campaign - IRE - Desktop,5,83
26.01.2019,Google Adwords,New General Campaign - IRE - Mobile,8,113
26.01.2019,Google Adwords,New General Campaign - ISR - Desktop,6,87
26.01.2019,Google Adwords,New General Campaign - ISR - Mobile,9,67
26.01.2019,Google Adwords,New General Campaign - ITA - Desktop,31,847
26.01.2019,Google Adwords,New General Campaign - ITA - Mobile,40,629
26.01.2019,Google Adwords,New General Campaign - JPN - Desktop,2,45
26.01.2019,Google Adwords,New General Campaign - Latin - Desktop,25,902
26.01.2019,Google Adwords,New General Campaign - Latin - Mobile,21,487
26.01.2019,Google Adwords,New General Campaign - MAL - Desktop,7,197
26.01.2019,Google Adwords,New General Campaign - MAL - Mobile,23,681
26.01.2019,Google Adwords,New General Campaign - NEL - Desktop,5,102
26.01.2019,Google Adwords,New General Campaign - NEL - Mobile,5,111
26.01.2019,Google Adwords,New General Campaign - NOR - Desktop,5,95
26.01.2019,Google Adwords,New General Campaign - NOR - Mobile,2,57
26.01.2019,Google Adwords,New General Campaign - NZE - Desktop,2,52
26.01.2019,Google Adwords,New General Campaign - OMA - Mobile,3,91
26.01.2019,Google Adwords,New General Campaign - POL - Desktop,10,611
26.01.2019,Google Adwords,New General Campaign - POL - Mobile,4,231
26.01.2019,Google Adwords,New General Campaign - POR - Desktop,5,174
26.01.2019,Google Adwords,New General Campaign - POR - Mobile,4,339
26.01.2019,Google Adwords,New General Campaign - Rest - Desktop,59,1264
26.01.2019,Google Adwords,New General Campaign - Rest - Mobile,153,1694
26.01.2019,Google Adwords,New General Campaign - ROM - Desktop,14,476
26.01.2019,Google Adwords,New General Campaign - ROM - Mobile,17,249
26.01.2019,Google Adwords,New General Campaign - RUS - Desktop,12,577
26.01.2019,Google Adwords,New General Campaign - RUS - Mobile,8,249
26.01.2019,Google Adwords,New General Campaign - SAU - Desktop,26,516
26.01.2019,Google Adwords,New General Campaign - SAU - Mobile,21,362
26.01.2019,Google Adwords,New General Campaign - SKO - Desktop,3,56
26.01.2019,Google Adwords,New General Campaign - SLO - Desktop,6,100
26.01.2019,Google Adwords,New General Campaign - SLO - Mobile,4,49
26.01.2019,Google Adwords,New General Campaign - SWE - Desktop,13,178
26.01.2019,Google Adwords,New General Campaign - SWE - Mobile,4,69
26.01.2019,Google Adwords,New General Campaign - TAW - Desktop,6,169
26.01.2019,Google Adwords,New General Campaign - TAW - Mobile,3,77
26.01.2019,Google Adwords,New General Campaign - UAE - Desktop,19,348
26.01.2019,Google Adwords,New General Campaign - UAE - Mobile,21,320
26.01.2019,Google Adwords,New General Campaign - UK - Desktop,22,943
26.01.2019,Google Adwords,New General Campaign - UK - Mobile,29,642
26.01.2019,Google Adwords,New General Campaign - USA - Desktop,30,1079
26.01.2019,Google Adwords,New General Campaign - USA - Mobile,39,1329
26.01.2019,Google Analytics,B2B - Leads,5,490
26.01.2019,Google Analytics,GDN MSK - Push New,162,11825
26.01.2019,Google Analytics,GDN Prospecting - App - Prio 2,785,33366
26.01.2019,Google Analytics,GDN Prospecting - Desktop - India,109,65550
26.01.2019,Google Analytics,GDN Prospecting - Desktop - Prio 1,1,882
26.01.2019,Google Analytics,GDN Prospecting - Desktop - Prio 2,60,66265
26.01.2019,Google Analytics,GDN Prospecting - Desktop - Prio 3,201,131706
26.01.2019,Google Analytics,GDN Prospecting - Interstitials - Prio 2,201,50953
26.01.2019,Google Analytics,GDN Prospecting - Mobile - Prio 1,49,2175
26.01.2019,Google Analytics,GDN Prospecting - Mobile - Prio 2,36,7085
26.01.2019,Google Analytics,GDN - Right Heart Push New,22,4166
26.01.2019,Google Analytics,GDN RMKT - App - Prio 1,29,3127
26.01.2019,Google Analytics,GDN RMKT - App - Prio 2,29,2653
26.01.2019,Google Analytics,GDN RMKT - Desktop - India,5,1384
26.01.2019,Google Analytics,GDN RMKT - Desktop - Prio 1,4,3112
26.01.2019,Google Analytics,GDN RMKT - Desktop - Prio 2,14,3927
26.01.2019,Google Analytics,GDN RMKT - Desktop - Prio 3,13,4158
26.01.2019,Google Analytics,GDN RMKT - Interstitials - Prio 1,12,1301
26.01.2019,Google Analytics,GDN RMKT - Interstitials - Prio 2,37,4177
26.01.2019,Google Analytics,GDN RMKT - Mobile - Prio 1,27,2825
26.01.2019,Google Analytics,GDN RMKT - Mobile - Prio 2,35,4186
26.01.2019,Google Analytics,GDN - Smart Display - Prio 1,200,46784
26.01.2019,Google Analytics,GDN Vascular - Push,102,6680
26.01.2019,Google Analytics,New General Campaign - Africa - Desktop,12,266
26.01.2019,Google Analytics,New General Campaign - Africa - Mobile,30,665
26.01.2019,Google Analytics,New General Campaign - Arab - Desktop,4,61
26.01.2019,Google Analytics,New General Campaign - Arab - Mobile,8,75
26.01.2019,Google Analytics,New General Campaign - Asia - Desktop,2,62
26.01.2019,Google Analytics,New General Campaign - Asia - Mobile,7,164
26.01.2019,Google Analytics,New General Campaign - AUS - Desktop,8,465
26.01.2019,Google Analytics,New General Campaign - AUS - Mobile,12,499
26.01.2019,Google Analytics,New General Campaign - AUT - Desktop,16,421
26.01.2019,Google Analytics,New General Campaign - AUT - Mobile,13,306
26.01.2019,Google Analytics,New General Campaign - BEL - Desktop,6,180
26.01.2019,Google Analytics,New General Campaign - BEL - Mobile,3,44
26.01.2019,Google Analytics,New General Campaign - BUL - Desktop,6,128
